"","player","pos","season","school_name","class"
"2036","Tre Gomillion","G",2019,"Cleveland State","SO"
"2037","Craig Beaudion","G",2019,"Cleveland State","JR"
"2038","Deante Johnson","F",2019,"Cleveland State","SO"
"2039","Kasheem Thomas","G",2019,"Cleveland State","SR"
"2040","Franklyn Penn","G",2019,"Cleveland State","JR"
"2041","Jaalam Hill","F",2019,"Cleveland State","SR"
"2042","Hugo Ferreira","G",2019,"Cleveland State","FR"
"2043","Tyrese Potoma","G",2019,"Cleveland State","SO"
"2044","Jeremy Sanchez","G",2019,"Cleveland State","FR"
"2045","Daylen Williams","F",2019,"Cleveland State","FR"
"2046","Jalen Williams","F",2019,"Cleveland State","SR"
"2047","Anthony Rego","F",2019,"Cleveland State","FR"
"2048","Liam Doup","G",2019,"Cleveland State","FR"
"2049","Aria Eskandari","G",2019,"Cleveland State","FR"
"2050","Torrey Patton","G",2020,"Cleveland State","SR"
"2051","Tre Gomillion","G",2020,"Cleveland State","JR"
"2052","D'Moi Hodge","G",2020,"Cleveland State","JR"
"2053","Craig Beaudion","G",2020,"Cleveland State","SR"
"2054","Deante Johnson","F",2020,"Cleveland State","JR"
"2055","Al Eichelberger","F",2020,"Cleveland State","SR"
"2056","Alec Oglesby","G",2020,"Cleveland State","FR"
"2057","Jayson Woodrich","F",2020,"Cleveland State","FR"
"2058","Chris Greene","F",2020,"Cleveland State","JR"
"2059","Yahel Hill","G",2020,"Cleveland State","JR"
"2060","Jeremy Sanchez","G",2020,"Cleveland State","SO"
"2061","Mabor Majak","F",2020,"Cleveland State","FR"
"2062","Hugo Ferreira","G",2020,"Cleveland State","SO"
"2063","Demetrius Terry","G",2020,"Cleveland State","FR"
"2064","Ben Sternberg","G",2020,"Cleveland State",""
"2065","Franklyn Penn","G",2020,"Cleveland State","SR"
"2066","Aria Eskandari","G",2020,"Cleveland State","SO"
"2067","D'Moi Hodge","G",2021,"Cleveland State","SR"
"2068","Torrey Patton","G",2021,"Cleveland State","SR"
"2069","Tre Gomillion","G",2021,"Cleveland State","SR"
"2070","Deante Johnson","F",2021,"Cleveland State","SR"
"2071","Broc Finstuen","G",2021,"Cleveland State","SR"
"2072","Yahel Hill","G",2021,"Cleveland State","SR"
"2073","Deshon Parker","G",2021,"Cleveland State","SR"
"2074","Jayson Woodrich","F",2021,"Cleveland State","SO"
"2075","Chris Greene","F",2021,"Cleveland State","SR"
"2076","Nathanael Jack","G",2021,"Cleveland State","SR"
"2077","Anderson Mirambeaux","F",2021,"Cleveland State","JR"
"2078","Mabor Majak","F",2021,"Cleveland State","SO"
"2079","Craig Beaudion","G",2021,"Cleveland State","SR"
"2080","Ben Sternberg","G",2021,"Cleveland State","SR"
"2081","Aria Eskandari","G",2021,"Cleveland State","SR"
"2082","Al Eichelberger","F",2021,"Cleveland State","SR"
"2083","Tristan Enaruna","G",2022,"Cleveland State","JR"
"2084","Tae Williams","F",2022,"Cleveland State","JR"
"2085","Drew Lowder","G",2022,"Cleveland State","JR"
"2086","Deshon Parker","G",2022,"Cleveland State","SR"
"2087","Deante Johnson","F",2022,"Cleveland State","SR"
"2088","Yahel Hill","G",2022,"Cleveland State","SR"
"2089","Jayson Woodrich","F",2022,"Cleveland State","JR"
"2090","Ramar Pryor","G",2022,"Cleveland State","FR"
"2091","Jamir Price","G",2022,"Cleveland State","SO"
"2092","Cole Middleton","F",2022,"Cleveland State","SO"
"2093","Jason Drake","G",2022,"Cleveland State","FR"
"2094","Dylan Arnett","F",2022,"Cleveland State","FR"
"2095","Paxton Payne","G",2022,"Cleveland State","JR"
"2096","Tristan Enaruna","G",2023,"Cleveland State","SR"
"2097","Tae Williams","F",2023,"Cleveland State","SR"
"2098","Drew Lowder","G",2023,"Cleveland State","SR"
"2099","Tevin Smith","G",2023,"Cleveland State","SO"
"2100","Jayson Woodrich","F",2023,"Cleveland State","SR"
"2101","Chase Robinson","G",2023,"Cleveland State","SR"
"2102","Dylan Arnett","F",2023,"Cleveland State","SO"
"2103","Ramar Pryor","G",2023,"Cleveland State","SO"
"2104","KJ Debrick","F",2023,"Cleveland State","JR"
"2105","Jalin Rice","G",2023,"Cleveland State","SO"
"2106","Dok Muordar","F",2023,"Cleveland State","FR"
"2107","Paxton Payne","G",2023,"Cleveland State","SR"
"2108","TJ Moss","G",2023,"Cleveland State","SR"
"2109","Danny Young","G",2023,"Cleveland State","FR"
"2110","Doug McDermott","F",2010,"Creighton","FR"
"2111","Antoine Young","G",2010,"Creighton","JR"
"2112","Kenny Lawson","C",2010,"Creighton","SR"
"2113","Gregory Echenique","C",2010,"Creighton","SO"
"2114","Jahenns Manigat","G",2010,"Creighton","FR"
"2115","Josh Jones","G",2010,"Creighton","SO"
"2116","Darryl Ashford","G",2010,"Creighton","SR"
"2117","Kaleb Korver","G",2010,"Creighton","SR"
"2118","Wayne Runnels","F",2010,"Creighton","SR"
"2119","Ethan Wragge","F",2010,"Creighton","SO"
"2120","Ross Ferrarini","G",2010,"Creighton","SO"
"2121","Taylor Stormberg","G",2010,"Creighton","FR"
"2122","Casey Harriman","F",2010,"Creighton","SR"
"2123","Derek Sebastian","F",2010,"Creighton","JR"
"2124","Matt Dorwart","F",2010,"Creighton","JR"
"2125","Doug McDermott","F",2011,"Creighton","SO"
"2126","Antoine Young","G",2011,"Creighton","SR"
"2127","Gregory Echenique","C",2011,"Creighton","JR"
"2128","Grant Gibbs","G",2011,"Creighton","SO"
"2129","Jahenns Manigat","G",2011,"Creighton","SO"
"2130","Ethan Wragge","F",2011,"Creighton","SO"
"2131","Josh Jones","G",2011,"Creighton","JR"
"2132","Avery Dingman","G",2011,"Creighton","FR"
"2133","Will Artino","C",2011,"Creighton","FR"
"2134","Austin Chatman","G",2011,"Creighton","FR"
"2135","Ross Ferrarini","G",2011,"Creighton","JR"
"2136","Matt Dorwart","F",2011,"Creighton","SR"
"2137","Derek Sebastian","F",2011,"Creighton","SR"
"2138","Taylor Stormberg","G",2011,"Creighton","SO"
"2139","Doug McDermott","F",2012,"Creighton","JR"
"2140","Gregory Echenique","C",2012,"Creighton","SR"
"2141","Grant Gibbs","G",2012,"Creighton","JR"
"2142","Ethan Wragge","F",2012,"Creighton","JR"
"2143","Austin Chatman","G",2012,"Creighton","SO"
"2144","Jahenns Manigat","G",2012,"Creighton","JR"
"2145","Avery Dingman","G",2012,"Creighton","SO"
"2146","Will Artino","C",2012,"Creighton","SO"
"2147","Josh Jones","G",2012,"Creighton","SR"
"2148","Nevin Johnson","G",2012,"Creighton","FR"
"2149","Andre Yates","G",2012,"Creighton","FR"
"2150","Alex Olsen","F",2012,"Creighton","FR"
"2151","Geoffrey Groselle","C",2012,"Creighton","FR"
"2152","Taylor Stormberg","G",2012,"Creighton","JR"
"2153","Joe Kelling","G",2012,"Creighton","SR"
"2154","Mogboluwaga Oginni","F",2012,"Creighton","FR"
"2155","Doug McDermott","F",2013,"Creighton","SR"
"2156","Ethan Wragge","F",2013,"Creighton","SR"
"2157","Austin Chatman","G",2013,"Creighton","JR"
"2158","Jahenns Manigat","G",2013,"Creighton","SR"
"2159","Devin Brooks","G",2013,"Creighton","JR"
"2160","Grant Gibbs","G",2013,"Creighton","SR"
"2161","Will Artino","C",2013,"Creighton","JR"
"2162","Avery Dingman","G",2013,"Creighton","JR"
"2163","Isaiah Zierden","G",2013,"Creighton","FR"
"2164","Zach Hanson","F",2013,"Creighton","FR"
"2165","Geoffrey Groselle","C",2013,"Creighton","SO"
"2166","Steven Ferrarini","G",2013,"Creighton","SO"
"2167","Mogboluwaga Oginni","F",2013,"Creighton","SO"
"2168","Alex Olsen","F",2013,"Creighton","SO"
"2169","Austin Chatman","G",2014,"Creighton","SR"
"2170","James Milliken","G",2014,"Creighton","JR"
"2171","Devin Brooks","G",2014,"Creighton","SR"
"2172","Rick Kreklow","G",2014,"Creighton","SR"
"2173","Toby Hegner","F",2014,"Creighton","FR"
"2174","Will Artino","C",2014,"Creighton","SR"
"2175","Isaiah Zierden","G",2014,"Creighton","SO"
"2176","Geoffrey Groselle","C",2014,"Creighton","JR"
"2177","Avery Dingman","G",2014,"Creighton","SR"
"2178","Zach Hanson","F",2014,"Creighton","SO"
"2179","Tyler Clement","G",2014,"Creighton","FR"
"2180","Leon Gilmore","F",2014,"Creighton","FR"
"2181","Mogboluwaga Oginni","F",2014,"Creighton","JR"
"2182","Gabriel Connealy","F",2014,"Creighton","JR"
"2183","Maurice Watson","G",2015,"Creighton","JR"
"2184","Cole Huff","F",2015,"Creighton","JR"
"2185","Geoffrey Groselle","C",2015,"Creighton","SR"
"2186","James Milliken","G",2015,"Creighton","SR"
"2187","Isaiah Zierden","G",2015,"Creighton","JR"
"2188","Zach Hanson","F",2015,"Creighton","JR"
"2189","Khyri Thomas","G",2015,"Creighton","FR"
"2190","Toby Hegner","F",2015,"Creighton","SO"
"2191","Ronnie Harrell","G",2015,"Creighton","FR"
"2192","Malik Albert","G",2015,"Creighton","JR"
"2193","Tyler Clement","G",2015,"Creighton","SO"
"2194","Martin Krampelj","F",2015,"Creighton","FR"
"2195","Marlon Stewart","G",2015,"Creighton","FR"
"2196","Marcus Foster","G",2016,"Creighton","JR"
"2197","Justin Patton","C",2016,"Creighton","FR"
"2198","Khyri Thomas","G",2016,"Creighton","SO"
"2199","Cole Huff","F",2016,"Creighton","SR"
"2200","Maurice Watson","G",2016,"Creighton","SR"
"2201","Toby Hegner","F",2016,"Creighton","JR"
"2202","Isaiah Zierden","G",2016,"Creighton","SR"
"2203","Zach Hanson","F",2016,"Creighton","SR"
"2204","Davion Mintz","G",2016,"Creighton","FR"
"2205","Martin Krampelj","F",2016,"Creighton","FR"
"2206","Ronnie Harrell","G",2016,"Creighton","SO"
"2207","Tyler Clement","G",2016,"Creighton","JR"
"2208","Kobe Paras","G",2016,"Creighton","FR"
"2209","Jordan Scurry","G",2016,"Creighton","FR"
"2210","Marcus Foster","G",2017,"Creighton","SR"
"2211","Khyri Thomas","G",2017,"Creighton","JR"
"2212","Toby Hegner","F",2017,"Creighton","SR"
"2213","Mitchell Ballock","G",2017,"Creighton","FR"
"2214","Martin Krampelj","F",2017,"Creighton","SO"
"2215","Ronnie Harrell","G",2017,"Creighton","JR"
"2216","Davion Mintz","G",2017,"Creighton","SO"
"2217","Ty-Shon Alexander","G",2017,"Creighton","FR"
"2218","Jacob Epperson","C",2017,"Creighton","FR"
"2219","Manny Suarez","F",2017,"Creighton","SR"
"2220","Kaleb Joseph","G",2017,"Creighton","JR"
"2221","Tyler Clement","G",2017,"Creighton","SR"
"2222","Jordan Scurry","G",2017,"Creighton","SO"
"2223","Ty-Shon Alexander","G",2018,"Creighton","SO"
"2224","Martin Krampelj","F",2018,"Creighton","JR"
"2225","Mitchell Ballock","G",2018,"Creighton","SO"
"2226","Davion Mintz","G",2018,"Creighton","JR"
"2227","Marcus Zegarowski","G",2018,"Creighton","FR"
"2228","Damien Jefferson","G",2018,"Creighton","SO"
"2229","Kaleb Joseph","G",2018,"Creighton","SR"
"2230","Christian Bishop","F",2018,"Creighton","FR"
"2231","Samson Froling","C",2018,"Creighton","FR"
"2232","Connor Cashaw","G",2018,"Creighton","SR"
"2233","Jacob Epperson","C",2018,"Creighton","SO"
"2234","Jordan Scurry","G",2018,"Creighton","JR"
"2235","Ty-Shon Alexander","G",2019,"Creighton","JR"
"2236","Marcus Zegarowski","G",2019,"Creighton","SO"
"2237","Mitchell Ballock","G",2019,"Creighton","JR"
"2238","Damien Jefferson","G",2019,"Creighton","JR"
"2239","Christian Bishop","F",2019,"Creighton","SO"
"2240","Denzel Mahoney","G",2019,"Creighton","JR"
"2241","Kelvin Jones","C",2019,"Creighton","SR"
"2242","Shereef Mitchell","G",2019,"Creighton","FR"
"2243","Jalen Windham","G",2019,"Creighton","FR"
"2244","Jett Canfield","G",2019,"Creighton","SO"
"2245","Jordan Scurry","G",2019,"Creighton","SR"
"2246","Nic Zeil","F",2019,"Creighton","FR"
"2247","Marcus Zegarowski","G",2020,"Creighton","JR"
"2248","Denzel Mahoney","G",2020,"Creighton","SR"
"2249","Damien Jefferson","G",2020,"Creighton","SR"
"2250","Christian Bishop","F",2020,"Creighton","JR"
"2251","Mitchell Ballock","G",2020,"Creighton","SR"
"2252","Ryan Kalkbrenner","C",2020,"Creighton","FR"
"2253","Antwann Jones","G",2020,"Creighton","SO"
"2254","Shereef Mitchell","G",2020,"Creighton","SO"
"2255","Alex O'Connell","G",2020,"Creighton","SR"
"2256","Jacob Epperson","C",2020,"Creighton","JR"
"2257","Nic Zeil","F",2020,"Creighton","SO"
"2258","Sami Osmani","G",2020,"Creighton","FR"
"2259","Jett Canfield","G",2020,"Creighton","JR"
"2260","Devin Davis","G",2020,"Creighton","FR"
"2261","Andrew Merfeld","G",2020,"Creighton","FR"
"2262","Ryan Hawkins","F",2021,"Creighton","SR"
"2263","Ryan Kalkbrenner","C",2021,"Creighton","SO"
"2264","Alex O'Connell","G",2021,"Creighton","SR"
"2265","Arthur Kaluma","F",2021,"Creighton","FR"
"2266","Ryan Nembhard","G",2021,"Creighton","FR"
"2267","Trey Alexander","G",2021,"Creighton","FR"
"2268","KeyShawn Feazell","F",2021,"Creighton","SR"
"2269","Rati Andronikashvili","G",2021,"Creighton","FR"
"2270","Shereef Mitchell","G",2021,"Creighton","JR"
"2271","John Christofilis","G",2021,"Creighton","FR"
"2272","Devin Davis","G",2021,"Creighton","SO"
"2273","Modestas Kancleris","F",2021,"Creighton","FR"
"2274","Sami Osmani","G",2021,"Creighton","SO"
"2275","Ryan Kalkbrenner","C",2022,"Creighton","JR"
"2276","Trey Alexander","G",2022,"Creighton","SO"
"2277","Baylor Scheierman","G",2022,"Creighton","SR"
"2278","Ryan Nembhard","G",2022,"Creighton","SO"
"2279","Arthur Kaluma","F",2022,"Creighton","SO"
"2280","Fredrick King","C",2022,"Creighton","FR"
"2281","Francisco Farabello","G",2022,"Creighton","SR"
"2282","Mason Miller","F",2022,"Creighton","FR"
"2283","Shereef Mitchell","G",2022,"Creighton","JR"
"2284","Ben Shtolzberg","G",2022,"Creighton","FR"
"2285","Zander Yates","F",2022,"Creighton","FR"
"2286","Sami Osmani","G",2022,"Creighton","JR"
"2287","Evan Young","G",2022,"Creighton","FR"
"2288","Baylor Scheierman","G",2023,"Creighton","SR"
"2289","Trey Alexander","G",2023,"Creighton","JR"
"2290","Ryan Kalkbrenner","C",2023,"Creighton","SR"
"2291","Steven Ashworth","G",2023,"Creighton","SR"
"2292","Isaac Traudt","F",2023,"Creighton","FR"
"2293","Francisco Farabello","G",2023,"Creighton","SR"
"2294","Fredrick King","C",2023,"Creighton","SO"
"2295","Mason Miller","F",2023,"Creighton","SO"
"2296","Josiah Dotzler","G",2023,"Creighton","FR"
"2297","Johnathan Lawson","G",2023,"Creighton","SO"
"2298","Jasen Green","F",2023,"Creighton","FR"
"2299","Sterling Knox","G",2023,"Creighton","FR"
"2300","Sami Osmani","G",2023,"Creighton","SR"
"2301","Shane Thomas","G",2023,"Creighton","FR"
"2302","Josh Townley-Thomas","F",2023,"Creighton","SO"
"2303","Brock Vice","C",2023,"Creighton","FR"
"2304","Brian Stafford","G",2010,"Denver","JR"
"2305","Chase Hallam","G",2010,"Denver","SO"
"2306","Travis Hallam","G",2010,"Denver","JR"
"2307","Chris Udofia","F",2010,"Denver","FR"
"2308","Tyler Thalken","G",2010,"Denver","SO"
"2309","Trevor Noonan","C",2010,"Denver","SO"
"2310","Andrew Hooper","F",2010,"Denver","JR"
"2311","Kyle Lewis","G",2010,"Denver","SR"
"2312","Justin Coughlin","F",2010,"Denver","JR"
"2313","Alex Pickert","G",2010,"Denver","JR"
"2314","Blake Foeman","F",2010,"Denver","FR"
"2315","Brian Stafford","G",2011,"Denver","SR"
"2316","Chris Udofia","F",2011,"Denver","SO"
"2317","Royce O'Neale","F",2011,"Denver","FR"
"2318","Brett Olson","G",2011,"Denver","FR"
"2319","Rob Lewis","F",2011,"Denver","SR"
"2320","Chase Hallam","G",2011,"Denver","JR"
"2321","Justin Coughlin","F",2011,"Denver","SR"
"2322","Travis Hallam","G",2011,"Denver","SR"
"2323","Blake Foeman","F",2011,"Denver","SO"
"2324","Tyler Thalken","G",2011,"Denver","JR"
"2325","Cam Griffin","G",2011,"Denver","FR"
"2326","Alex Pickert","G",2011,"Denver","SR"
"2327","Chris Udofia","F",2012,"Denver","JR"
"2328","Brett Olson","G",2012,"Denver","SO"
"2329","Royce O'Neale","F",2012,"Denver","SO"
"2330","Chase Hallam","G",2012,"Denver","SR"
"2331","Jalen Love","G",2012,"Denver","FR"
"2332","Cam Griffin","G",2012,"Denver","SO"
"2333","Nate Engesser","G",2012,"Denver","FR"
"2334","Marcus Byrd","F",2012,"Denver","FR"
"2335","Blake Foeman","F",2012,"Denver","JR"
"2336","Bryant Rucker","G",2012,"Denver","FR"
"2337","Dom Samac","F",2012,"Denver","FR"
"2338","Charles Webb","G",2012,"Denver","JR"
"2339","Jake Logan","C",2012,"Denver","FR"
"2340","Brett Olson","G",2013,"Denver","JR"
"2341","Chris Udofia","F",2013,"Denver","SR"
"2342","Jalen Love","G",2013,"Denver","SO"
"2343","Cam Griffin","G",2013,"Denver","JR"
"2344","Marcus Byrd","F",2013,"Denver","SO"
"2345","Bryant Rucker","G",2013,"Denver","SO"
"2346","Nate Engesser","G",2013,"Denver","SO"
"2347","Dom Samac","F",2013,"Denver","SO"
"2348","Drick Bernstine","F",2013,"Denver","FR"
"2349","Griffin McKenzie","F",2013,"Denver","JR"
"2350","Charles Webb","G",2013,"Denver","SR"
"2351","Josiah Dunn","G",2013,"Denver","FR"
"2352","Brett Olson","G",2014,"Denver","SR"
"2353","Cam Griffin","G",2014,"Denver","SR"
"2354","Nate Engesser","G",2014,"Denver","JR"
"2355","Marcus Byrd","F",2014,"Denver","JR"
"2356","Jalen Love","G",2014,"Denver","JR"
"2357","Bryant Rucker","G",2014,"Denver","JR"
"2358","Daniel Amigo","C",2014,"Denver","FR"
"2359","Christian Mackey","C",2014,"Denver","FR"
"2360","Duke Douglas","G",2014,"Denver","FR"
"2361","Cameron Delaney","G",2014,"Denver","FR"
"2362","Jake Pemberton","G",2014,"Denver","FR"
"2363","Josiah Dunn","G",2014,"Denver","SO"
"2364","Joe Rosga","G",2015,"Denver","FR"
"2365","Nate Engesser","G",2015,"Denver","SR"
"2366","Marcus Byrd","F",2015,"Denver","SR"
"2367","C.J. Bobbitt","F",2015,"Denver","FR"
"2368","Thomas Neff","G",2015,"Denver","FR"
"2369","Bryant Rucker","G",2015,"Denver","SR"
"2370","Jake Pemberton","G",2015,"Denver","SO"
"2371","Christian Mackey","C",2015,"Denver","SO"
"2372","Duke Douglas","G",2015,"Denver","SO"
"2373","Jake Holtzmann","G",2015,"Denver","FR"
"2374","Daniel Amigo","C",2015,"Denver","SO"
"2375","Abiola Akintola","F",2015,"Denver","FR"
"2376","Emil Knighton","F",2015,"Denver","FR"
"2377","Jacob Lunsford","G",2015,"Denver","FR"
"2378","Daniel Amigo","C",2016,"Denver","JR"
"2379","Joe Rosga","G",2016,"Denver","SO"
"2380","C.J. Bobbitt","F",2016,"Denver","SO"
"2381","Jake Pemberton","G",2016,"Denver","JR"
"2382","Thomas Neff","G",2016,"Denver","SO"
"2383","Christian Mackey","C",2016,"Denver","JR"
"2384","Ade Murkey","G",2016,"Denver","FR"
"2385","Jake Krafka","F",2016,"Denver","FR"
"2386","Bradley George","G",2016,"Denver","SO"
"2387","Duke Douglas","G",2016,"Denver","JR"
"2388","Abiola Akintola","F",2016,"Denver","SO"
"2389","Josiah Dunn","G",2016,"Denver","SR"
"2390","Luke Neff","G",2016,"Denver","FR"
"2391","Emil Knighton","F",2016,"Denver","SO"
"2392","Jacob Lunsford","G",2016,"Denver","SO"
"2393","Joe Rosga","G",2017,"Denver","JR"
"2394","Daniel Amigo","C",2017,"Denver","SR"
"2395","Jake Pemberton","G",2017,"Denver","SR"
"2396","Ade Murkey","G",2017,"Denver","SO"
"2397","Jake Krafka","F",2017,"Denver","SO"
"2398","Christian Mackey","C",2017,"Denver","SR"
"2399","Elvin Rodriguez","G",2017,"Denver","FR"
"2400","Jake Holtzmann","G",2017,"Denver","JR"
"2401","Donoven Carlisle","F",2017,"Denver","FR"
"2402","Luke Neff","G",2017,"Denver","SO"
"2403","Abiola Akintola","F",2017,"Denver","JR"
"2404","Thomas Neff","G",2017,"Denver","JR"
"2405","Emil Knighton","F",2017,"Denver","JR"
"2406","Elijah Blake","G",2017,"Denver","FR"
"2407","Ronnie Harrell","G",2018,"Denver","SR"
"2408","Ade Murkey","G",2018,"Denver","JR"
"2409","Joe Rosga","G",2018,"Denver","SR"
"2410","David Nzekwesi","F",2018,"Denver","FR"
"2411","Jase Townsend","G",2018,"Denver","FR"
"2412","Donoven Carlisle","F",2018,"Denver","SO"
"2413","Tory Stewart-Miller","F",2018,"Denver","SR"
"2414","Abiola Akintola","F",2018,"Denver","SR"
"2415","Elvin Rodriguez","G",2018,"Denver","SO"
"2416","Taelyr Gatlin","G",2018,"Denver","FR"
"2417","Alperen Kurnaz","F",2018,"Denver","FR"
"2418","Joseph Lanzi","G",2018,"Denver","FR"
"2419","Jake Krafka","F",2018,"Denver","JR"
"2420","Drew Joiner","G",2018,"Denver","SR"
"2421","Ade Murkey","G",2019,"Denver","SR"
"2422","Jase Townsend","G",2019,"Denver","SO"
"2423","Robert Jones","F",2019,"Denver","FR"
"2424","David Nzekwesi","F",2019,"Denver","SO"
"2425","Roscoe Eastmond","G",2019,"Denver","FR"
"2426","Taelyr Gatlin","G",2019,"Denver","SO"
"2427","Alperen Kurnaz","F",2019,"Denver","SO"
"2428","Joseph Lanzi","G",2019,"Denver","SO"
"2429","Tristan Green","F",2019,"Denver","FR"
"2430","Ray Kowalski","G",2019,"Denver","JR"
"2431","Javonni Bickham","F",2019,"Denver","FR"
"2432","Owen McGlashan","G",2019,"Denver","FR"
"2433","Khalil Johnson","G",2019,"Denver","SO"
"2434","Ryan Heath","G",2019,"Denver","FR"
"2435","James Sanders","F",2019,"Denver","FR"
"2436","Jase Townsend","G",2020,"Denver","JR"
"2437","Sam Hines","F",2020,"Denver","FR"
"2438","Robert Jones","F",2020,"Denver","SO"
"2439","Tristan Green","F",2020,"Denver","SO"
"2440","Taelyr Gatlin","G",2020,"Denver","JR"
"2441","Kobey Lam","G",2020,"Denver","SO"
"2442","Eric Moenkhaus","G",2020,"Denver","SO"
"2443","Frank Ryder","F",2020,"Denver","SR"
"2444","Javonni Bickham","F",2020,"Denver","SO"
"2445","Roscoe Eastmond","G",2020,"Denver","SO"
"2446","Drake Muller","G",2020,"Denver","FR"
"2447","James Sanders","F",2020,"Denver","SO"
"2448","Korey Hess","G",2020,"Denver",""
